@relation 'flight_data_new-weka.filters.unsupervised.attribute.Remove-R9-10,12-32,34-42-weka.filters.unsupervised.attribute.NumericToNominal-R8-weka.filters.unsupervised.instance.RemovePercentage-P20.0-weka.filters.supervised.instance.SpreadSubsample-M1.0-X0.0-S1'

@attribute DEP_DELAY numeric
@attribute TAXI_OUT numeric
@attribute TAXI_IN numeric
@attribute ACTUAL_ELAPSED_TIME numeric
@attribute DISTANCE numeric
@attribute WHEELS_OFF_elapse numeric
@attribute WHEELS_ON_elapse numeric
@attribute FLIGHT_STATUS {0,1}
@attribute OP_CARRIER_Delta_Airlines numeric
@attribute MONTH_Nov numeric

@data
5,8,11,106,516,8,11,0,1,0
1,19,9,116,565,19,9,0,0,0
-6,31,13,135,547,31,13,0,1,1
-1,26,13,128,581,26,13,0,0,0
36,12,4,218,1947,12,4,0,0,0
-12,11,9,100,500,11,9,0,0,0
-6,14,8,89,484,14,8,0,1,0
-5,17,6,275,2139,17,6,0,1,0
-13,36,12,93,208,36,12,0,0,0
-5,10,14,147,853,10,14,0,1,0
13,15,9,88,404,15,9,0,1,0
-1,13,7,243,1947,13,7,0,1,1
0,23,6,153,762,23,6,0,1,0
-3,16,12,64,134,16,12,0,1,0
-8,20,7,102,503,20,7,0,0,0
5,17,8,65,226,17,8,0,0,0
-4,9,5,112,746,9,5,0,1,0
-9,15,7,102,500,15,7,0,0,0
-8,15,11,59,170,15,11,0,0,0
-4,29,9,155,821,29,9,0,1,0
-3,9,31,104,406,9,31,0,0,0
-1,25,6,234,1892,25,6,0,1,0
-6,18,10,220,1541,18,10,0,1,0
1,15,5,100,545,15,5,0,0,1
-4,18,7,88,350,18,7,0,1,1
-5,11,8,155,1199,11,8,0,1,0
-18,16,11,106,432,16,11,0,1,0
-8,10,9,56,214,10,9,0,1,0
-4,12,7,223,1747,12,7,0,1,0
-10,23,6,105,433,23,6,0,0,0
-8,19,10,144,746,19,10,0,1,0
-6,10,8,78,447,10,8,0,1,0
-3,13,13,87,406,13,13,0,1,0
-6,12,4,85,406,12,4,0,0,0
-3,8,5,79,484,8,5,0,1,0
7,11,6,92,433,11,6,0,0,0
-6,15,3,71,270,15,3,0,1,0
-5,15,7,67,214,15,7,0,1,0
-3,18,4,59,226,18,4,0,1,0
-2,11,11,73,341,11,11,0,1,0
-2,9,3,243,2172,9,3,0,1,0
6,12,11,124,765,12,11,0,0,0
10,19,20,115,581,19,20,0,1,0
-1,33,8,145,760,33,8,0,1,0
-3,17,14,284,2182,17,14,0,1,0
-2,12,13,105,577,12,13,0,0,0
-4,16,7,103,606,16,7,0,0,0
8,10,5,117,692,10,5,0,0,0
-3,10,8,117,640,10,8,0,1,0
-4,12,8,127,821,12,8,0,1,0
11,23,7,238,1892,23,7,0,1,1
-3,16,9,68,192,16,9,0,1,1
0,17,9,155,946,17,9,0,1,0
-4,12,7,139,780,12,7,0,1,0
-9,12,6,85,444,12,6,0,1,0
-7,15,10,84,321,15,10,0,1,0
-6,16,9,124,760,16,9,0,1,0
-5,16,11,121,589,16,11,0,1,0
11,6,9,104,721,6,9,0,0,1
-1,22,12,171,903,22,12,0,1,0
-4,15,11,132,746,15,11,0,1,0
-3,12,8,115,640,12,8,0,1,0
-3,15,5,94,481,15,5,0,0,0
-2,23,10,71,134,23,10,0,1,0
-1,10,6,47,143,10,6,0,1,0
-1,17,15,230,1590,17,15,0,1,0
-1,13,7,75,356,13,7,0,1,0
-6,13,11,109,581,13,11,0,0,0
-6,20,10,123,581,20,10,0,1,0
-4,13,12,121,731,13,12,0,0,0
-4,12,5,157,1199,12,5,0,1,0
12,20,10,279,2182,20,10,0,1,0
-8,13,6,122,566,13,6,0,0,0
-9,12,5,49,151,12,5,0,1,0
-4,15,4,100,547,15,4,0,0,0
-1,30,13,277,1892,30,13,0,1,0
-5,34,13,77,143,34,13,0,0,0
-7,10,10,116,633,10,10,0,0,0
1,18,7,130,762,18,7,0,1,0
-5,13,6,124,780,13,6,0,1,0
-3,12,7,168,1199,12,7,0,1,0
-11,16,9,185,1282,16,9,0,1,0
19,11,9,81,425,11,9,0,0,1
11,12,5,106,565,12,5,0,0,0
-1,14,4,106,528,14,4,0,0,1
0,10,10,100,545,10,10,0,1,0
-1,14,9,76,350,14,9,0,1,0
20,12,8,68,270,12,8,0,1,0
1,12,8,113,594,12,8,0,0,0
-2,13,10,124,606,13,10,0,0,0
-3,10,6,117,714,10,6,0,1,0
0,10,5,83,406,10,5,0,1,0
-3,11,7,98,515,11,7,0,1,1
7,16,8,172,946,16,8,0,1,0
0,10,11,64,240,10,11,0,1,0
-3,12,14,63,145,12,14,0,0,0
-7,12,3,65,240,12,3,0,1,0
-7,17,8,74,332,17,8,0,1,0
-5,9,12,56,145,9,12,0,0,0
-3,12,16,96,503,12,16,0,1,0
-3,12,9,70,302,12,9,0,0,0
-7,16,9,123,689,16,9,0,0,0
-1,19,6,155,946,19,6,0,0,0
11,13,9,74,341,13,9,0,0,0
-6,24,15,120,579,24,15,0,0,0
-8,12,4,43,106,12,4,0,1,0
-5,10,12,119,731,10,12,0,1,0
-6,9,7,96,481,9,7,0,1,0
-5,8,5,103,516,8,5,0,1,0
-6,22,10,74,271,22,10,0,1,0
6,18,5,68,223,18,5,0,0,0
-7,8,10,100,366,8,10,0,1,0
-8,18,9,82,304,18,9,0,1,0
-7,11,6,125,694,11,6,0,1,0
-3,16,6,215,1547,16,6,0,1,0
-4,10,12,99,581,10,12,0,0,0
-4,19,11,78,302,19,11,0,0,0
-4,8,3,98,696,8,3,0,0,0
2,10,11,162,859,10,11,0,1,0
14,16,10,150,780,16,10,0,0,1
-2,13,7,96,526,13,7,0,1,0
-8,12,30,81,192,12,30,0,0,0
-5,15,7,87,432,15,7,0,1,0
9,13,6,96,526,13,6,0,1,0
-2,19,6,76,332,19,6,0,1,0
-6,16,9,115,692,16,9,0,1,0
-4,12,5,103,579,12,5,0,0,0
-1,12,6,114,692,12,6,0,0,0
6,7,7,109,696,7,7,0,0,0
1,19,11,226,1747,19,11,0,0,0
-3,9,7,244,1947,9,7,0,1,0
-6,15,9,74,270,15,9,0,1,0
-3,11,7,88,373,11,7,0,1,0
3,5,11,113,646,5,11,0,1,0
-5,9,10,108,554,9,10,0,0,0
-5,16,7,103,579,16,7,0,0,1
-6,10,3,65,306,10,3,0,1,1
-5,10,17,103,481,10,17,0,1,0
-7,14,6,112,731,14,6,0,0,1
-6,11,7,107,534,11,7,0,1,0
-4,27,6,138,762,27,6,0,0,0
8,11,7,131,907,11,7,0,1,0
-1,33,7,125,547,33,7,0,1,1
-4,8,7,111,821,8,7,0,1,0
23,11,5,146,946,11,5,0,0,0
8,14,8,107,594,14,8,0,1,0
-2,11,4,71,306,11,4,0,1,0
-1,6,9,106,554,6,9,0,0,0
-5,12,11,137,762,12,11,0,1,0
6,13,9,76,341,13,9,0,1,0
-3,14,6,128,743,14,6,0,1,0
13,11,5,101,516,11,5,0,1,0
-9,14,6,84,484,14,6,0,0,0
-6,10,5,220,1747,10,5,0,1,0
0,16,6,272,2139,16,6,0,1,0
-2,11,8,104,591,11,8,0,0,0
-2,21,8,132,689,21,8,0,1,0
-8,17,9,66,227,17,9,0,1,0
3,15,7,87,481,15,7,0,0,0
-5,11,14,85,425,11,14,0,1,0
1,14,30,125,581,14,30,0,0,0
-10,16,4,135,780,16,4,0,0,0
-13,17,5,64,270,17,5,0,1,0
-10,21,6,94,321,21,6,0,1,0
-5,14,6,50,151,14,6,0,1,0
-6,16,7,92,503,16,7,0,0,0
-1,13,6,233,1892,13,6,0,1,0
8,9,8,79,399,9,8,0,0,0
0,7,13,89,448,7,13,0,0,0
6,16,4,108,646,16,4,0,0,0
-10,18,10,128,692,18,10,0,1,0
-3,22,8,168,946,22,8,0,1,0
-1,14,6,245,2092,14,6,0,1,0
-5,8,8,40,83,8,8,0,0,0
-2,28,8,141,666,28,8,0,1,0
-5,14,6,115,481,14,6,0,1,0
-1,12,7,47,153,12,7,0,1,0
0,9,11,197,1541,9,11,0,1,1
-5,11,6,99,581,11,6,0,0,1
-1,22,8,124,696,22,8,0,1,0
-2,12,6,72,352,12,6,0,1,0
-1,20,8,94,404,20,8,0,0,0
-7,17,6,67,226,17,6,0,1,0
-5,10,8,89,444,10,8,0,1,0
-3,8,6,56,270,8,6,0,0,0
-3,16,6,150,907,16,6,0,1,0
-5,16,8,99,563,16,8,0,0,0
15,22,8,61,152,22,8,0,1,0
-1,12,4,70,350,12,4,0,1,0
-3,17,9,132,666,17,9,0,0,0
-3,10,7,86,373,10,7,0,1,0
13,18,6,105,534,18,6,0,1,0
-6,12,6,130,821,12,6,0,1,0
2,19,4,86,425,19,4,0,1,0
12,11,10,118,594,11,10,0,0,0
-7,14,10,66,240,14,10,0,1,1
13,24,7,140,907,24,7,0,1,0
-5,14,6,60,147,14,6,0,0,1
-4,10,7,170,1199,10,7,0,0,0
-1,16,12,96,442,16,12,0,1,0
-9,17,12,91,406,17,12,0,1,0
-2,21,7,287,2182,21,7,0,1,1
-5,10,4,102,444,10,4,0,1,0
-2,8,7,79,406,8,7,0,0,0
0,14,5,75,352,14,5,0,1,0
0,26,11,66,151,26,11,0,1,0
-3,11,12,138,907,11,12,0,1,0
-5,20,11,75,240,20,11,0,1,0
13,18,4,146,762,18,4,0,1,0
-4,13,4,134,874,13,4,0,1,0
2,13,5,100,577,13,5,0,0,0
21,17,7,120,813,17,7,0,1,1
-8,14,6,53,151,14,6,0,0,0
5,19,9,102,545,19,9,0,1,0
1,16,15,135,721,16,15,0,1,0
9,20,9,94,399,20,9,0,0,0
-7,14,7,119,721,14,7,0,1,0
-2,19,6,214,1590,19,6,0,1,0
-4,11,7,125,821,11,7,0,1,0
-4,12,11,119,721,12,11,0,1,0
1,20,8,62,153,20,8,0,1,0
16,17,5,111,606,17,5,0,0,0
1,8,7,131,874,8,7,0,0,0
0,15,6,273,2139,15,6,0,1,0
-7,15,9,71,300,15,9,0,0,0
0,22,5,279,2182,22,5,0,1,1
-5,14,11,103,516,14,11,0,1,0
0,19,13,106,448,19,13,0,0,0
4,15,13,59,134,15,13,0,1,0
0,9,6,57,223,9,6,0,1,0
2,17,12,93,377,17,12,0,0,0
2,10,4,100,692,10,4,0,0,0
-1,9,10,83,406,9,10,0,0,0
5,17,11,129,731,17,11,0,1,0
-5,10,5,96,581,10,5,0,1,0
-7,12,9,115,692,12,9,0,1,0
-3,23,8,182,1199,23,8,0,0,0
-4,9,8,86,447,9,8,0,0,1
-3,11,7,152,859,11,7,0,1,0
9,16,4,132,907,16,4,0,1,0
-9,8,7,106,591,8,7,0,1,0
-1,12,7,90,432,12,7,0,1,0
-1,9,21,93,425,9,21,0,1,0
-9,16,11,136,762,16,11,0,0,0
-3,12,7,101,534,12,7,0,1,0
12,23,5,263,1947,23,5,0,1,0
41,9,10,255,1947,9,10,0,0,0
0,16,13,114,581,16,13,0,0,0
-2,12,11,83,425,12,11,0,1,0
-6,19,5,55,151,19,5,0,1,0
3,17,7,230,1747,17,7,0,1,0
-6,29,6,67,153,29,6,0,1,0
-4,10,12,112,547,10,12,0,1,0
-5,21,6,96,481,21,6,0,1,0
11,10,7,105,554,10,7,0,1,0
11,17,4,173,946,17,4,0,1,1
-5,14,7,101,515,14,7,0,1,0
-5,12,6,128,907,12,6,0,1,0
-3,17,7,103,508,17,7,0,0,0
-6,12,12,111,515,12,12,0,0,0
20,11,8,57,226,11,8,0,0,0
-5,17,5,127,762,17,5,0,1,0
-4,9,7,105,547,9,7,0,1,1
18,12,8,94,448,12,8,0,0,0
-5,15,6,111,508,15,6,0,0,0
0,24,5,84,356,24,5,0,1,0
-6,11,7,59,259,11,7,0,1,0
-1,23,8,66,164,23,8,0,0,0
-4,16,8,60,192,16,8,0,1,1
25,8,9,48,143,8,9,0,0,0
-1,13,8,208,1747,13,8,0,1,0
1,11,7,101,526,11,7,0,1,0
-2,23,17,160,762,23,17,0,1,0
0,10,5,72,377,10,5,0,1,0
-2,13,14,141,907,13,14,0,1,0
-3,8,10,61,192,8,10,0,0,0
-10,14,12,57,164,14,12,0,0,0
-4,8,8,53,145,8,8,0,0,0
-5,13,8,89,448,13,8,0,1,0
-6,9,10,91,457,9,10,0,0,0
-5,11,9,123,712,11,9,0,1,0
-1,11,11,109,554,11,11,0,1,0
26,8,11,109,721,8,11,0,1,0
-5,17,5,83,356,17,5,0,1,1
-4,23,6,58,164,23,6,0,1,0
-1,8,11,108,696,8,11,0,0,0
-3,12,11,89,484,12,11,0,0,1
-3,12,4,101,508,12,4,0,0,0
-4,14,10,66,250,14,10,0,1,0
-2,15,7,104,594,15,7,0,1,0
-4,8,7,94,554,8,7,0,1,0
-5,16,6,87,357,16,6,0,0,0
11,20,10,258,2139,20,10,0,0,0
-4,14,7,64,259,14,7,0,1,0
-4,16,6,129,780,16,6,0,0,0
-6,11,5,90,515,11,5,0,1,0
-4,15,8,106,594,15,8,0,0,0
-7,12,6,80,404,12,6,0,1,0
-1,21,8,123,547,21,8,0,0,1
-2,16,7,104,606,16,7,0,1,0
-7,16,10,101,404,16,10,0,1,0
0,15,20,74,226,15,20,0,1,0
-2,30,8,177,1199,30,8,0,0,0
-2,13,7,66,270,13,7,0,1,0
-7,17,7,63,214,17,7,0,1,0
-8,17,5,45,83,17,5,0,0,0
32,14,5,128,746,14,5,0,1,0
-1,11,14,102,406,11,14,0,1,0
-2,19,5,246,1947,19,5,0,1,0
-1,10,5,73,304,10,5,0,1,0
-3,7,9,56,214,7,9,0,0,0
-8,7,5,51,214,7,5,0,1,0
-7,14,6,108,692,14,6,0,1,0
6,13,10,74,208,13,10,0,0,0
-2,11,7,57,223,11,7,0,1,0
-4,11,4,79,432,11,4,0,1,0
9,8,14,86,406,8,14,0,0,0
-1,11,9,272,2182,11,9,0,1,0
-1,12,7,95,304,12,7,0,1,1
-2,13,8,108,526,13,8,0,1,0
-15,11,6,130,645,11,6,0,0,0
6,12,5,116,696,12,5,0,0,0
-9,9,10,81,406,9,10,0,0,0
-5,13,8,133,907,13,8,0,0,0
-2,42,8,150,666,42,8,0,0,1
33,12,7,50,143,12,7,0,0,0
-5,14,6,163,1199,14,6,0,1,0
-1,12,5,75,404,12,5,0,0,0
-9,22,5,74,226,22,5,0,1,0
-2,14,9,139,853,14,9,0,1,0
-7,9,7,91,373,9,7,0,1,1
-8,26,5,78,302,26,5,0,0,0
-4,13,8,205,1587,13,8,0,1,0
-4,21,10,91,404,21,10,0,1,0
-2,16,10,134,762,16,10,0,1,0
-3,20,8,107,581,20,8,0,1,0
-6,13,9,101,547,13,9,0,1,0
2,9,7,94,484,9,7,0,1,0
-4,8,7,100,696,8,7,0,0,0
0,13,5,81,425,13,5,0,0,0
-5,15,6,92,432,15,6,0,1,0
-1,8,4,68,425,8,4,0,0,1
-9,10,5,216,1599,10,5,0,1,0
18,8,5,39,106,8,5,0,1,0
-5,9,6,88,481,9,6,0,1,0
-5,12,4,136,907,12,4,0,1,0
-8,26,9,143,762,26,9,0,0,0
1,13,9,81,350,13,9,0,1,1
0,15,8,88,356,15,8,0,1,0
0,23,5,258,1947,23,5,0,1,0
4,14,10,128,813,14,10,0,1,0
-4,7,27,122,515,7,27,0,0,0
0,17,13,80,332,17,13,0,1,0
-4,8,4,78,447,8,4,0,1,0
-11,25,9,91,366,25,9,0,1,0
-2,12,8,171,1199,12,8,0,1,0
-8,11,10,72,321,11,10,0,1,0
-8,19,5,51,106,19,5,0,1,0
10,15,10,67,226,15,10,0,1,0
-6,10,4,107,721,10,4,0,0,0
-3,15,7,80,425,15,7,0,1,0
-1,13,4,102,577,13,4,0,0,0
-8,13,13,98,444,13,13,0,1,0
-4,8,9,130,874,8,9,0,1,1
-1,13,7,166,1199,13,7,0,1,0
0,15,8,129,712,15,8,0,1,0
0,14,8,152,946,14,8,0,1,0
-6,16,6,84,404,16,6,0,1,0
3,12,10,116,721,12,10,0,1,0
3,11,22,148,907,11,22,0,1,1
-8,9,5,117,874,9,5,0,1,0
-7,14,12,207,1541,14,12,0,1,0
10,15,6,49,147,15,6,0,0,0
10,14,11,66,223,14,11,0,1,0
-11,20,14,88,331,20,14,0,0,0
-4,9,9,85,484,9,9,0,1,0
-8,11,8,103,577,11,8,0,0,0
-7,11,6,81,406,11,6,0,1,0
5,11,6,81,304,11,6,0,1,0
-2,12,11,112,731,12,11,0,1,0
-4,11,8,84,447,11,8,0,1,0
-4,10,15,129,813,10,15,0,1,0
-1,14,7,128,762,14,7,0,1,0
6,5,10,106,646,5,10,0,1,0
-7,12,6,119,782,12,6,0,1,0
-6,10,9,111,620,10,9,0,1,0
-2,23,4,242,1892,23,4,0,1,0
9,12,11,123,689,12,11,0,0,0
8,7,10,79,425,7,10,0,0,0
-9,12,7,59,223,12,7,0,1,0
-4,27,7,118,547,27,7,0,0,0
-3,22,9,116,606,22,9,0,1,0
-5,28,10,249,1747,28,10,0,0,0
10,14,9,83,356,14,9,0,1,0
-5,10,6,97,577,10,6,0,0,0
8,18,6,84,404,18,6,0,0,0
-5,8,9,113,640,8,9,0,1,0
0,18,6,283,2116,18,6,0,1,0
-3,15,6,83,404,15,6,0,0,0
13,9,6,114,696,9,6,0,0,0
0,9,5,102,547,9,5,0,1,0
-1,12,6,71,259,12,6,0,1,0
2,19,7,154,946,19,7,0,0,0
-6,13,5,119,669,13,5,0,1,0
0,12,7,41,106,12,7,0,1,0
-9,6,10,82,399,6,10,0,0,0
-7,15,17,135,760,15,17,0,0,0
0,13,11,114,692,13,11,0,1,1
1,25,9,91,425,25,9,0,1,1
-1,13,11,88,406,13,11,0,1,0
8,22,1,75,300,22,1,0,0,0
-8,32,6,70,151,32,6,0,1,1
1,12,8,139,954,12,8,0,1,0
-7,13,11,100,581,13,11,0,1,0
7,15,8,169,1027,15,8,0,1,0
11,35,10,138,666,35,10,0,1,0
-5,20,5,86,404,20,5,0,1,0
-2,15,6,61,226,15,6,0,0,0
-5,21,5,51,83,21,5,0,0,0
-4,16,14,123,606,16,14,0,0,0
-4,13,5,134,780,13,5,0,0,0
-2,11,6,147,859,11,6,0,1,0
-1,15,6,112,594,15,6,0,1,0
-17,17,10,86,425,17,10,0,0,0
-18,21,6,140,780,21,6,0,0,0
-8,18,5,62,214,18,5,0,1,0
-8,12,16,117,689,12,16,0,1,0
-1,12,8,109,594,12,8,0,1,0
-12,10,9,98,500,10,9,0,0,0
-9,17,8,67,270,17,8,0,1,0
-1,21,13,108,563,21,13,0,0,0
-3,9,9,121,813,9,9,0,1,0
1,12,5,120,577,12,5,0,0,1
-2,19,5,91,481,19,5,0,1,0
-9,13,10,70,270,13,10,0,1,0
-6,27,6,133,762,27,6,0,1,0
0,21,15,116,689,21,15,0,0,1
-7,21,9,125,666,21,9,0,1,0
-4,8,6,83,484,8,6,0,1,0
-5,11,8,59,226,11,8,0,1,0
-6,18,6,110,581,18,6,0,1,0
2,16,5,112,666,16,5,0,1,0
-1,19,5,137,907,19,5,0,1,0
-5,13,9,117,731,13,9,0,1,0
-2,12,8,143,907,12,8,0,1,1
-3,9,7,65,300,9,7,0,0,0
-6,12,6,102,547,12,6,0,0,0
-4,17,5,224,1747,17,5,0,1,0
-1,12,7,71,317,12,7,0,1,0
-10,15,9,156,903,15,9,0,0,0
-6,16,7,294,2172,16,7,0,1,0
-3,18,8,175,1184,18,8,0,1,0
10,11,10,119,577,11,10,0,1,0
-2,14,20,101,447,14,20,0,1,0
-9,10,9,57,214,10,9,0,1,0
-1,13,10,248,1947,13,10,0,1,0
3,17,8,66,164,17,8,0,0,0
-3,15,8,166,1199,15,8,0,1,0
-1,11,8,56,153,11,8,0,0,0
-5,14,26,103,404,14,26,0,0,0
-7,33,6,116,547,33,6,0,1,0
11,13,4,237,1919,13,4,0,1,0
29,12,6,80,453,12,6,0,1,0
-13,8,10,90,444,8,10,0,1,0
-3,9,9,61,208,9,9,0,0,1
-7,15,10,56,151,15,10,0,0,0
-2,15,8,84,425,15,8,0,1,0
-10,25,7,142,746,25,7,0,1,0
-1,11,4,146,907,11,4,0,1,0
0,23,6,76,250,23,6,0,1,0
-8,32,5,115,554,32,5,0,1,1
-8,13,8,127,761,13,8,0,1,0
-1,10,12,226,1587,10,12,0,0,0
0,13,13,260,2139,13,13,0,1,0
-5,11,4,47,152,11,4,0,1,0
-7,18,5,135,780,18,5,0,0,0
-3,19,5,86,321,19,5,0,1,0
5,9,10,156,859,9,10,0,1,0
-3,9,3,81,406,9,3,0,0,0
-3,13,9,96,503,13,9,0,1,0
-5,11,6,248,1919,11,6,0,1,0
-11,17,6,97,545,17,6,0,1,0
-19,12,28,117,551,12,28,0,0,0
1,13,6,101,534,13,6,0,0,0
-8,8,7,124,749,8,7,0,1,0
-7,17,8,97,432,17,8,0,1,0
-6,16,5,76,321,16,5,0,1,0
10,14,8,130,780,14,8,0,0,0
-1,16,15,96,306,16,15,0,1,0
-1,15,6,242,1947,15,6,0,0,0
-2,22,6,112,606,22,6,0,1,0
-5,15,4,154,1199,15,4,0,1,0
-10,19,15,105,363,19,15,0,0,1
-2,15,6,194,1590,15,6,0,1,0
1,32,7,61,106,32,7,0,1,0
20,15,9,154,946,15,9,0,0,0
-1,13,9,63,192,13,9,0,1,0
4,11,9,108,669,11,9,0,0,0
2,10,11,92,406,10,11,0,0,0
-4,19,10,93,404,19,10,0,1,0
-4,14,7,60,214,14,7,0,1,0
2,27,11,90,300,27,11,0,0,0
-2,13,5,61,250,13,5,0,1,0
8,21,7,107,534,21,7,0,0,0
-6,20,8,120,577,20,8,0,1,0
-7,12,7,220,1547,12,7,0,1,0
0,19,8,110,594,19,8,0,1,0
11,8,9,86,484,8,9,0,0,0
-7,25,5,115,692,25,5,0,0,0
-5,17,9,255,1892,17,9,0,1,0
0,8,7,108,721,8,7,0,0,0
-2,16,5,91,356,16,5,0,1,0
-5,11,9,98,432,11,9,0,1,0
-4,16,8,119,666,16,8,0,1,1
6,12,14,123,689,12,14,0,0,0
3,11,6,113,669,11,6,0,0,0
-3,11,8,113,669,11,8,0,1,0
-2,9,16,119,591,9,16,0,1,0
-6,15,10,268,2139,15,10,0,1,0
-1,10,16,111,591,10,16,0,1,0
-3,15,6,55,134,15,6,0,1,0
-3,11,9,51,153,11,9,0,1,0
-3,15,10,107,554,15,10,0,1,0
-10,26,15,147,701,26,15,0,0,0
-3,17,12,99,457,17,12,0,0,0
-6,14,8,91,406,14,8,0,0,0
-5,12,7,229,1747,12,7,0,1,0
-3,10,13,136,746,10,13,0,1,0
-12,17,5,74,321,17,5,0,1,0
-4,12,37,161,762,12,37,0,0,0
-12,20,6,87,331,20,6,0,0,0
-3,14,9,113,515,14,9,0,1,1
5,14,7,223,1747,14,7,0,1,1
-7,12,10,63,270,12,10,0,1,0
0,28,5,175,1199,28,5,0,1,1
-8,11,8,114,731,11,8,0,0,0
-12,33,6,133,606,33,6,0,1,0
-6,10,8,112,669,10,8,0,1,0
-6,18,9,71,240,18,9,0,1,1
-5,20,10,68,134,20,10,0,1,0
-9,21,4,110,547,21,4,0,0,0
0,9,7,59,223,9,7,0,1,0
-7,12,19,108,581,12,19,0,1,0
8,17,10,112,581,17,10,0,1,0
0,25,4,97,432,25,4,0,0,0
-5,11,4,79,373,11,4,0,1,0
0,12,10,112,577,12,10,0,0,0
-2,14,17,86,341,14,17,0,1,0
-2,12,7,149,946,12,7,0,1,0
14,14,10,107,594,14,10,0,0,0
-6,19,11,85,271,19,11,0,1,0
0,14,5,258,2172,14,5,0,1,0
-2,12,11,69,153,12,11,0,1,1
-3,12,13,67,226,12,13,0,0,1
-6,40,6,153,762,40,6,0,0,0
-2,15,5,156,1199,15,5,0,1,0
-6,16,29,181,1199,16,29,0,0,0
-8,8,7,175,1199,8,7,0,0,0
0,10,8,99,591,10,8,0,0,0
-3,8,4,83,373,8,4,0,1,0
-3,7,14,103,579,7,14,0,0,0
-7,14,12,79,317,14,12,0,1,0
3,11,7,94,591,11,7,0,0,0
3,11,10,155,946,11,10,0,1,0
-9,25,5,135,782,25,5,0,1,0
-5,14,5,279,2182,14,5,0,1,0
-8,14,11,102,484,14,11,0,1,0
-8,21,6,61,152,21,6,0,1,0
-3,11,4,50,134,11,4,0,1,0
-5,10,5,77,447,10,5,0,1,0
1,38,9,135,761,38,9,0,1,1
-6,15,10,130,874,15,10,0,1,0
-4,13,13,273,2139,13,13,0,1,0
0,9,8,112,669,9,8,0,0,0
0,9,7,99,554,9,7,0,1,0
-5,10,7,60,271,10,7,0,1,0
-3,18,12,135,594,18,12,0,1,0
-2,13,18,235,1747,13,18,0,0,0
-1,16,6,262,2130,16,6,0,0,0
0,9,7,104,581,9,7,0,0,0
-2,17,6,69,240,17,6,0,1,0
-1,25,6,245,1947,25,6,0,1,0
-7,12,10,121,731,12,10,0,1,0
0,20,5,70,214,20,5,0,1,0
0,23,8,144,762,23,8,0,1,0
17,13,6,152,1199,13,6,0,1,0
5,15,11,102,581,15,11,0,1,0
-8,15,9,77,306,15,9,0,1,0
0,14,6,74,356,14,6,0,1,0
-1,10,12,114,554,10,12,0,0,1
-8,20,5,53,151,20,5,0,1,0
-3,18,12,122,689,18,12,0,0,0
19,14,11,84,448,14,11,0,0,0
-1,24,8,72,226,24,8,0,0,0
-3,13,12,120,731,13,12,0,1,0
0,9,7,89,406,9,7,0,0,0
-5,12,5,46,151,12,5,0,1,0
38,9,5,52,223,9,5,0,1,0
-5,11,6,100,554,11,6,0,1,0
-7,15,10,117,761,15,10,0,1,0
-6,12,10,95,444,12,10,0,1,0
-8,11,10,79,331,11,10,0,0,0
0,11,11,134,874,11,11,0,1,0
-2,18,4,90,425,18,4,0,1,0
-1,16,5,117,606,16,5,0,0,0
-6,17,8,87,432,17,8,0,1,0
-12,10,5,78,425,10,5,0,0,0
-5,11,9,65,306,11,9,0,1,0
1,16,8,124,577,16,8,0,1,0
9,30,10,83,270,30,10,0,1,0
-7,13,9,137,859,13,9,0,1,0
-4,36,8,294,2139,36,8,0,0,0
-5,14,6,85,406,14,6,0,1,0
-6,11,12,57,147,11,12,0,0,0
-14,31,6,71,152,31,6,0,0,1
-4,8,4,91,528,8,4,0,1,0
5,9,12,129,813,9,12,0,1,0
-6,15,7,218,1547,15,7,0,1,0
-5,11,4,96,547,11,4,0,0,0
1,11,6,98,508,11,6,0,1,0
-4,40,5,74,151,40,5,0,1,0
-4,11,5,79,453,11,5,0,1,0
0,14,6,256,2092,14,6,0,1,0
-6,12,5,98,526,12,5,0,1,0
-1,12,6,87,432,12,6,0,1,0
-3,13,5,83,447,13,5,0,1,0
3,21,5,193,1590,21,5,0,1,0
0,9,13,111,721,9,13,0,0,0
-13,22,14,171,946,22,14,0,0,0
-4,16,7,65,240,16,7,0,1,0
5,13,10,109,577,13,10,0,0,0
-7,11,6,55,214,11,6,0,1,0
-5,26,4,56,106,26,4,0,0,0
-6,14,7,94,406,14,7,0,0,0
-7,37,13,87,214,37,13,0,1,1
-6,10,6,44,152,10,6,0,0,0
-5,12,8,116,594,12,8,0,1,0
-4,14,6,269,2139,14,6,0,1,0
5,13,8,78,357,13,8,0,0,0
8,27,6,160,946,27,6,0,1,0
-4,16,5,118,620,16,5,0,1,0
-10,15,9,86,302,15,9,0,0,0
0,17,12,128,689,17,12,0,0,0
0,25,7,121,606,25,7,0,1,0
-1,31,12,127,534,31,12,0,0,0
5,17,10,82,302,17,10,0,0,0
-4,11,6,62,270,11,6,0,1,0
-8,11,6,120,761,11,6,0,1,0
-4,12,9,112,692,12,9,0,1,0
14,8,8,70,302,8,8,0,0,0
-2,14,17,111,515,14,17,0,1,0
-2,16,18,112,551,16,18,0,0,0
-1,27,10,75,134,27,10,0,1,0
-4,12,7,93,526,12,7,0,1,0
20,31,14,155,746,31,14,0,1,0
