@relation 'flight_data_new-weka.filters.unsupervised.attribute.Remove-R9-10,12-32,34-42-weka.filters.unsupervised.attribute.NumericToNominal-R8-weka.filters.unsupervised.instance.RemovePercentage-P20.0-weka.filters.supervised.instance.SpreadSubsample-M1.0-X0.0-S1'

@attribute DEP_DELAY numeric
@attribute TAXI_OUT numeric
@attribute TAXI_IN numeric
@attribute ACTUAL_ELAPSED_TIME numeric
@attribute DISTANCE numeric
@attribute WHEELS_OFF_elapse numeric
@attribute WHEELS_ON_elapse numeric
@attribute FLIGHT_STATUS {0,1}
@attribute OP_CARRIER_Delta_Airlines numeric
@attribute MONTH_Nov numeric

@data
159,29,5,112,534,29,5,1,0,0
8,55,9,143,545,55,9,1,1,0
90,19,6,86,404,19,6,1,0,0
115,20,11,166,946,20,11,1,0,0
35,10,4,274,2172,10,4,1,1,0
42,21,6,89,404,21,6,1,0,1
14,21,7,225,1541,21,7,1,1,0
100,13,11,112,508,13,11,1,0,0
23,13,5,64,226,13,5,1,1,0
68,19,9,94,448,19,9,1,0,0
47,16,12,113,594,16,12,1,0,0
28,25,8,112,547,25,8,1,1,0
73,18,8,68,153,18,8,1,1,1
92,16,6,79,356,16,6,1,1,0
75,12,9,177,903,12,9,1,1,1
-1,49,11,136,404,49,11,1,1,0
-1,63,8,191,762,63,8,1,1,0
-9,42,11,161,591,42,11,1,1,0
33,25,6,291,2139,25,6,1,1,0
40,15,5,106,594,15,5,1,1,0
41,15,9,167,1199,15,9,1,0,0
28,37,4,72,147,37,4,1,0,0
62,13,6,143,907,13,6,1,1,1
36,32,6,142,762,32,6,1,0,0
48,14,18,107,533,14,18,1,0,1
94,13,7,114,696,13,7,1,1,0
57,17,4,151,946,17,4,1,1,0
-3,31,7,139,633,31,7,1,0,0
143,19,39,166,746,19,39,1,1,0
144,7,7,49,145,7,7,1,0,0
8,44,5,125,526,44,5,1,1,1
10,50,12,132,448,50,12,1,0,0
21,30,5,265,2092,30,5,1,1,1
36,11,7,83,448,11,7,1,0,1
326,11,7,90,484,11,7,1,1,0
24,12,6,111,554,12,6,1,1,0
47,13,11,112,689,13,11,1,1,0
19,25,7,91,404,25,7,1,0,0
69,11,8,94,481,11,8,1,1,0
39,12,13,130,874,12,13,1,1,1
17,24,9,133,633,24,9,1,0,0
263,28,7,144,714,28,7,1,1,0
33,9,7,98,591,9,7,1,0,0
18,19,13,285,2139,19,13,1,0,0
225,11,6,87,432,11,6,1,1,0
-3,27,6,138,432,27,6,1,0,0
84,16,8,91,373,16,8,1,1,0
99,20,11,227,1587,20,11,1,1,0
38,35,8,85,152,35,8,1,1,0
120,12,10,144,954,12,10,1,1,0
45,39,61,192,577,39,61,1,0,1
219,11,6,88,433,11,6,1,0,0
326,12,11,84,404,12,11,1,1,0
18,18,5,237,1747,18,5,1,0,1
101,11,16,98,448,11,16,1,0,0
-7,51,8,130,304,51,8,1,0,1
15,16,10,98,406,16,10,1,0,0
45,13,8,107,594,13,8,1,1,0
0,20,9,134,696,20,9,1,1,0
-1,48,10,146,406,48,10,1,1,1
-3,50,12,190,762,50,12,1,1,0
27,37,9,74,151,37,9,1,1,1
98,23,12,123,581,23,12,1,1,0
62,14,9,87,304,14,9,1,0,0
-4,68,6,128,350,68,6,1,0,0
125,30,41,156,404,30,41,1,1,0
-6,13,9,142,640,13,9,1,1,0
33,14,4,259,2172,14,4,1,1,0
34,10,6,112,666,10,6,1,1,0
38,37,14,119,406,37,14,1,1,0
55,8,17,67,270,8,17,1,0,0
45,16,13,93,151,16,13,1,0,0
107,13,8,73,306,13,8,1,1,0
40,15,5,152,946,15,5,1,0,0
97,25,8,159,746,25,8,1,1,1
195,10,3,85,404,10,3,1,0,0
47,18,7,97,404,18,7,1,1,0
12,10,9,152,689,10,9,1,1,0
8,79,6,153,447,79,6,1,1,0
196,23,23,117,481,23,23,1,1,0
15,16,23,94,356,16,23,1,1,0
52,8,10,97,563,8,10,1,0,0
85,13,9,109,731,13,9,1,0,0
3,16,14,124,516,16,14,1,1,1
67,13,4,77,404,13,4,1,0,0
38,11,7,102,594,11,7,1,0,0
-1,19,4,163,577,19,4,1,1,0
66,9,7,120,749,9,7,1,1,0
39,40,11,131,508,40,11,1,0,0
1,129,8,216,547,129,8,1,1,0
10,20,7,100,432,20,7,1,1,0
29,19,10,113,551,19,10,1,0,0
12,10,12,82,250,10,12,1,1,0
31,31,9,85,226,31,9,1,1,0
72,33,8,241,1919,33,8,1,1,0
47,6,6,79,484,6,6,1,0,0
42,20,12,125,696,20,12,1,0,0
347,8,9,72,331,8,9,1,1,0
85,9,14,136,696,9,14,1,1,0
13,68,10,189,760,68,10,1,1,0
95,12,8,113,666,12,8,1,1,0
-4,24,10,163,640,24,10,1,1,1
28,10,9,82,432,10,9,1,0,0
58,15,10,82,404,15,10,1,1,0
-1,19,12,165,780,19,12,1,0,0
46,10,18,100,515,10,18,1,1,0
67,15,6,60,214,15,6,1,1,0
117,10,9,115,731,10,9,1,0,0
43,21,9,87,352,21,9,1,1,0
-6,13,58,161,581,13,58,1,1,0
29,18,9,88,448,18,9,1,1,0
3,11,9,164,907,11,9,1,1,0
-10,39,13,302,1947,39,13,1,0,0
71,16,7,167,946,16,7,1,0,0
160,16,11,114,594,16,11,1,1,0
187,43,13,169,760,43,13,1,1,0
30,13,6,77,356,13,6,1,0,0
130,20,10,87,223,20,10,1,1,1
34,16,11,88,404,16,11,1,1,0
38,11,11,64,270,11,11,1,1,0
-1,26,10,128,481,26,10,1,1,1
-3,43,5,110,404,43,5,1,0,0
-4,13,11,148,554,13,11,1,1,0
47,10,5,172,1199,10,5,1,0,0
15,30,6,128,534,30,6,1,0,0
92,9,7,134,874,9,7,1,1,0
188,11,6,94,547,11,6,1,1,0
206,12,7,47,143,12,7,1,0,0
361,14,7,149,780,14,7,1,0,0
15,17,7,100,404,17,7,1,1,1
2,25,24,125,448,25,24,1,0,0
27,21,9,157,746,21,9,1,1,0
6,28,11,311,2139,28,11,1,0,0
29,47,4,189,1199,47,4,1,1,0
-5,140,6,254,762,140,6,1,0,0
97,22,8,121,547,22,8,1,0,0
32,16,8,106,591,16,8,1,0,1
132,16,8,60,134,16,8,1,1,0
120,21,10,145,746,21,10,1,1,1
144,11,14,122,731,11,14,1,1,0
38,20,9,111,606,20,9,1,1,0
22,20,11,78,259,20,11,1,1,0
6,77,13,136,302,77,13,1,0,1
66,12,12,96,425,12,12,1,1,0
38,18,6,126,666,18,6,1,0,0
-1,28,5,138,689,28,5,1,0,0
7,6,24,101,484,6,24,1,0,0
8,20,21,132,606,20,21,1,0,0
185,14,12,144,746,14,12,1,1,0
38,13,6,107,547,13,6,1,0,0
68,40,9,196,946,40,9,1,1,0
19,21,7,92,425,21,7,1,0,0
1,30,7,191,946,30,7,1,1,0
-1,42,7,106,356,42,7,1,1,0
32,25,9,81,223,25,9,1,0,0
22,29,13,107,373,29,13,1,1,0
0,16,16,122,563,16,16,1,0,0
98,12,12,169,1184,12,12,1,0,0
13,46,8,111,304,46,8,1,1,1
3,26,9,330,2092,26,9,1,1,0
-2,14,14,120,481,14,14,1,1,0
921,14,11,254,1919,14,11,1,1,0
37,9,8,109,606,9,8,1,0,0
-5,13,12,289,1919,13,12,1,1,0
181,27,8,113,457,27,8,1,0,1
21,27,11,180,946,27,11,1,0,0
52,12,7,80,377,12,7,1,0,0
294,15,5,113,746,15,5,1,1,0
20,11,12,65,214,11,12,1,1,0
0,24,8,103,453,24,8,1,1,0
14,18,9,142,666,18,9,1,1,1
32,25,13,132,620,25,13,1,1,0
40,20,6,151,946,20,6,1,0,0
35,17,10,141,696,17,10,1,1,1
21,35,12,169,746,35,12,1,0,0
6,50,6,131,432,50,6,1,1,0
31,18,3,59,214,18,3,1,1,0
22,10,7,112,669,10,7,1,1,0
74,8,10,92,481,8,10,1,0,0
93,10,15,102,545,10,15,1,1,0
9,45,12,283,1892,45,12,1,1,1
63,12,7,254,1947,12,7,1,0,1
3,23,5,155,633,23,5,1,0,1
120,16,10,87,425,16,10,1,1,0
38,30,8,264,2139,30,8,1,1,0
153,7,10,112,696,7,10,1,0,0
-4,19,5,176,907,19,5,1,1,0
6,24,10,185,1199,24,10,1,1,0
95,8,9,61,214,8,9,1,1,0
29,11,6,97,554,11,6,1,0,0
44,6,7,44,153,6,7,1,0,0
-2,37,11,102,259,37,11,1,1,0
275,8,7,79,332,8,7,1,1,0
302,60,7,174,746,60,7,1,1,0
49,8,9,94,565,8,9,1,0,0
54,9,10,54,164,9,10,1,0,0
159,16,7,88,447,16,7,1,1,0
48,11,4,108,591,11,4,1,0,0
40,20,10,112,581,20,10,1,0,0
43,15,28,118,481,15,28,1,1,0
-7,12,16,138,533,12,16,1,0,0
1184,25,12,119,589,25,12,1,1,0
243,14,7,101,581,14,7,1,0,0
29,10,9,113,425,10,9,1,0,0
9,17,13,105,399,17,13,1,0,0
29,13,17,128,594,13,17,1,1,0
49,26,6,113,547,26,6,1,0,0
59,12,6,131,762,12,6,1,0,0
116,27,15,118,606,27,15,1,0,0
119,16,7,102,447,16,7,1,1,0
14,56,4,288,1599,56,4,1,1,0
125,15,6,138,859,15,6,1,1,0
2,64,9,165,606,64,9,1,0,0
-1,36,13,139,689,36,13,1,0,0
242,16,24,150,669,16,24,1,1,1
-1,102,10,198,545,102,10,1,1,0
39,23,7,84,357,23,7,1,1,0
-7,28,7,323,2182,28,7,1,0,0
21,32,9,109,484,32,9,1,0,0
32,12,5,52,214,12,5,1,1,0
14,20,10,114,594,20,10,1,0,0
95,34,18,140,581,34,18,1,1,0
22,15,10,118,696,15,10,1,1,0
12,21,17,143,731,21,17,1,0,0
67,31,7,128,666,31,7,1,1,0
47,21,4,87,226,21,4,1,0,0
20,14,8,113,669,14,8,1,1,0
10,25,19,121,503,25,19,1,0,0
-2,58,6,134,484,58,6,1,1,1
7,36,4,168,762,36,4,1,1,1
8,23,13,91,300,23,13,1,0,1
-2,15,24,198,907,15,24,1,1,0
-9,18,10,200,874,18,10,1,1,0
43,10,6,70,332,10,6,1,1,0
50,64,8,149,534,64,8,1,0,0
-2,29,13,192,907,29,13,1,1,0
6,11,9,188,1199,11,9,1,0,0
37,19,11,110,534,19,11,1,1,0
20,31,7,99,425,31,7,1,1,0
84,13,12,142,853,13,12,1,1,0
1,16,16,293,2139,16,16,1,1,0
115,23,13,132,696,23,13,1,1,1
20,13,8,83,356,13,8,1,0,0
41,12,10,103,534,12,10,1,0,0
318,19,8,122,696,19,8,1,1,0
-6,50,16,118,366,50,16,1,1,0
13,47,6,149,606,47,6,1,0,0
251,18,8,97,481,18,8,1,0,0
44,27,13,102,404,27,13,1,1,0
60,17,5,99,581,17,5,1,0,0
-10,46,11,111,271,46,11,1,1,0
29,10,10,84,406,10,10,1,0,0
16,21,11,144,813,21,11,1,1,0
-2,19,11,157,516,19,11,1,1,1
1,61,11,183,762,61,11,1,1,0
483,12,40,219,946,12,40,1,0,0
37,15,6,86,404,15,6,1,0,0
53,43,10,191,762,43,10,1,0,1
2,24,8,130,581,24,8,1,0,0
5,38,12,104,356,38,12,1,1,0
39,20,9,110,581,20,9,1,0,0
127,27,8,135,765,27,8,1,0,0
61,14,7,230,1947,14,7,1,1,0
0,52,7,101,226,52,7,1,0,0
3,14,10,174,481,14,10,1,0,1
-3,58,12,143,563,58,12,1,0,0
127,11,8,87,304,11,8,1,0,0
3,41,12,84,147,41,12,1,0,0
565,10,18,118,526,10,18,1,1,0
79,16,6,55,106,16,6,1,1,0
28,6,39,113,484,6,39,1,0,0
147,9,7,82,484,9,7,1,0,0
3,41,15,130,404,41,15,1,0,1
36,11,3,80,404,11,3,1,0,0
32,8,7,111,526,8,7,1,0,1
5,63,7,183,746,63,7,1,0,1
35,14,6,59,214,14,6,1,1,0
84,31,10,79,143,31,10,1,0,0
-6,99,13,196,581,99,13,1,1,0
27,15,12,125,516,15,12,1,1,1
0,31,20,144,534,31,20,1,1,0
198,11,7,106,589,11,7,1,0,0
45,12,10,89,406,12,10,1,1,0
238,31,4,139,746,31,4,1,0,0
70,10,10,165,1282,10,10,1,1,0
55,9,6,79,453,9,6,1,1,0
30,10,7,206,1747,10,7,1,1,1
54,19,9,103,304,19,9,1,0,0
-4,48,11,97,145,48,11,1,0,0
43,14,7,82,404,14,7,1,1,0
147,19,8,85,241,19,8,1,0,0
36,28,5,274,1947,28,5,1,0,0
22,25,6,128,404,25,6,1,1,0
34,15,13,83,300,15,13,1,0,0
10,13,7,195,946,13,7,1,0,0
147,10,8,60,214,10,8,1,1,0
-4,20,40,158,594,20,40,1,0,0
15,28,10,81,226,28,10,1,0,0
43,10,7,97,528,10,7,1,1,0
22,16,9,91,453,16,9,1,1,1
40,18,7,149,577,18,7,1,0,0
1,16,34,130,577,16,34,1,0,0
185,35,9,78,170,35,9,1,0,0
176,12,45,143,516,12,45,1,1,0
23,17,8,218,1547,17,8,1,1,0
9,34,4,180,1199,34,4,1,0,0
-8,44,12,152,547,44,12,1,1,0
17,12,27,107,406,12,27,1,1,0
2,24,27,104,332,24,27,1,1,0
36,27,13,103,406,27,13,1,1,0
124,18,9,74,223,18,9,1,0,0
160,15,6,65,227,15,6,1,0,0
18,27,19,109,406,27,19,1,1,0
3,74,10,184,534,74,10,1,1,0
37,19,13,132,503,19,13,1,0,1
20,40,5,76,153,40,5,1,0,0
128,19,7,169,606,19,7,1,0,0
109,42,7,173,946,42,7,1,0,0
64,17,10,277,2139,17,10,1,0,0
16,11,6,96,447,11,6,1,0,0
46,9,6,66,302,9,6,1,0,0
64,8,11,126,696,8,11,1,0,0
26,28,6,120,606,28,6,1,1,0
26,13,9,123,721,13,9,1,0,0
27,20,9,92,442,20,9,1,1,0
50,39,16,155,444,39,16,1,1,0
95,27,6,141,666,27,6,1,1,1
89,13,9,253,2182,13,9,1,1,0
65,18,9,131,692,18,9,1,0,0
57,10,11,123,304,10,11,1,0,0
125,10,12,103,551,10,12,1,0,0
150,55,15,199,762,55,15,1,0,0
275,13,9,90,433,13,9,1,0,0
185,9,5,45,152,9,5,1,1,0
8,18,11,68,164,18,11,1,1,0
14,18,12,118,516,18,12,1,1,1
67,45,11,162,782,45,11,1,1,0
112,69,9,204,746,69,9,1,1,0
7,28,16,126,545,28,16,1,1,0
28,14,6,60,223,14,6,1,1,0
24,41,7,79,83,41,7,1,0,0
52,19,13,111,594,19,13,1,1,1
45,36,10,125,589,36,10,1,0,0
112,25,9,150,746,25,9,1,1,1
88,31,15,133,594,31,15,1,0,0
26,7,9,110,577,7,9,1,0,0
254,10,7,85,373,10,7,1,1,0
81,11,14,112,554,11,14,1,0,0
115,13,8,106,606,13,8,1,0,0
1,32,5,138,547,32,5,1,1,0
7,30,13,80,214,30,13,1,1,0
0,10,4,286,2172,10,4,1,1,0
2,39,10,154,594,39,10,1,1,0
-6,29,11,127,581,29,11,1,1,0
56,9,6,95,481,9,6,1,0,0
12,15,7,125,547,15,7,1,0,0
23,16,9,116,547,16,9,1,1,1
88,22,7,125,577,22,7,1,0,1
94,17,7,104,606,17,7,1,1,0
25,29,4,264,1947,29,4,1,0,0
62,19,7,111,577,19,7,1,1,0
40,8,9,94,591,8,9,1,0,0
32,17,10,111,508,17,10,1,0,0
-3,38,7,106,363,38,7,1,1,0
135,15,9,59,170,15,9,1,0,0
0,47,6,109,321,47,6,1,1,1
38,10,6,110,721,10,6,1,0,0
48,93,9,201,666,93,9,1,0,0
20,34,6,184,946,34,6,1,0,0
82,25,14,136,304,25,14,1,0,0
-9,20,62,174,689,20,62,1,1,0
7,36,8,198,1269,36,8,1,1,0
101,29,10,84,271,29,10,1,1,0
22,24,10,85,227,24,10,1,0,1
81,20,6,136,746,20,6,1,1,0
131,17,6,82,352,17,6,1,0,0
85,15,8,109,534,15,8,1,1,0
181,12,6,85,406,12,6,1,0,0
44,11,21,105,484,11,21,1,1,1
15,28,10,96,357,28,10,1,1,1
25,18,8,73,332,18,8,1,1,1
281,11,5,44,153,11,5,1,1,0
59,23,8,89,404,23,8,1,0,0
21,24,5,112,581,24,5,1,0,0
-2,30,9,85,153,30,9,1,1,0
61,30,10,143,762,30,10,1,1,0
144,7,9,57,241,7,9,1,0,0
13,21,12,175,946,21,12,1,1,0
123,51,18,145,534,51,18,1,0,0
37,27,7,129,731,27,7,1,1,0
34,11,11,72,332,11,11,1,1,0
-4,24,9,156,666,24,9,1,0,0
25,14,7,127,645,14,7,1,0,1
27,18,13,234,1747,18,13,1,1,0
-2,45,7,130,533,45,7,1,0,0
108,8,4,115,696,8,4,1,0,0
22,13,10,213,1587,13,10,1,1,0
221,17,7,78,356,17,7,1,1,0
128,38,12,171,760,38,12,1,0,0
29,15,28,63,151,15,28,1,1,0
-3,31,9,283,1892,31,9,1,1,0
203,17,9,105,547,17,9,1,1,0
51,7,10,102,594,7,10,1,0,0
37,17,7,90,406,17,7,1,0,0
-3,31,10,156,666,31,10,1,1,1
22,15,7,103,606,15,7,1,1,0
65,13,6,106,606,13,6,1,1,0
10,39,7,157,760,39,7,1,1,0
0,80,16,226,1184,80,16,1,1,1
5,35,8,129,526,35,8,1,0,1
1,35,11,88,241,35,11,1,0,0
397,15,9,67,240,15,9,1,1,0
32,11,6,101,589,11,6,1,0,0
29,18,7,110,696,18,7,1,0,0
18,22,8,234,1587,22,8,1,1,0
119,20,8,107,547,20,8,1,1,0
28,16,11,260,1919,16,11,1,1,0
38,15,8,87,453,15,8,1,1,0
11,34,13,144,581,34,13,1,0,0
57,7,4,109,646,7,4,1,1,0
82,13,9,53,153,13,9,1,1,0
22,16,10,87,404,16,10,1,0,0
14,27,5,90,356,27,5,1,1,0
60,12,7,152,961,12,7,1,1,0
53,21,9,264,1947,21,9,1,0,0
35,36,5,75,153,36,5,1,1,0
11,29,10,136,666,29,10,1,0,0
21,28,8,125,594,28,8,1,0,0
161,10,7,79,425,10,7,1,0,0
30,24,9,169,707,24,9,1,1,0
226,40,5,153,760,40,5,1,1,0
50,28,7,137,746,28,7,1,1,0
173,15,5,95,481,15,5,1,1,0
69,26,5,113,594,26,5,1,1,0
33,25,10,129,581,25,10,1,0,0
6,81,7,308,1747,81,7,1,0,0
-5,56,7,129,453,56,7,1,1,0
1,19,19,134,606,19,19,1,1,0
338,19,3,88,444,19,3,1,1,0
71,10,4,97,696,10,4,1,0,0
161,16,7,63,226,16,7,1,1,0
10,30,9,121,515,30,9,1,1,0
27,19,9,73,240,19,9,1,1,0
38,22,10,134,581,22,10,1,0,0
42,16,13,176,1199,16,13,1,0,0
61,12,13,61,214,12,13,1,1,0
153,19,7,61,143,19,7,1,0,0
61,10,10,117,689,10,10,1,0,0
12,38,9,285,2139,38,9,1,0,0
56,17,8,57,153,17,8,1,1,1
44,9,5,62,240,9,5,1,1,0
262,20,18,122,689,20,18,1,1,0
2,11,33,151,594,11,33,1,0,0
52,12,4,217,1747,12,4,1,1,0
124,21,6,116,565,21,6,1,0,0
77,27,14,278,2182,27,14,1,1,0
113,14,8,104,565,14,8,1,0,0
203,17,12,117,594,17,12,1,0,0
12,79,9,170,534,79,9,1,0,0
9,94,12,171,404,94,12,1,1,0
52,9,4,92,591,9,4,1,0,0
144,8,27,66,83,8,27,1,0,0
9,31,13,96,341,31,13,1,1,1
77,14,10,67,270,14,10,1,0,0
43,13,9,108,594,13,9,1,1,0
42,42,10,143,508,42,10,1,0,1
33,28,6,97,377,28,6,1,0,0
19,21,10,262,1947,21,10,1,0,0
470,14,7,81,356,14,7,1,0,0
20,14,6,81,425,14,6,1,0,0
33,11,10,107,696,11,10,1,1,1
13,54,8,149,406,54,8,1,1,0
51,17,8,141,746,17,8,1,1,0
28,13,7,81,366,13,7,1,1,1
29,9,8,111,606,9,8,1,1,0
2,12,9,230,1587,12,9,1,0,0
109,21,16,68,134,21,16,1,1,0
74,9,6,108,669,9,6,1,1,1
40,14,8,102,554,14,8,1,0,0
221,18,11,121,633,18,11,1,0,0
20,20,5,272,2139,20,5,1,1,0
92,14,4,85,304,14,4,1,0,0
3,33,13,94,302,33,13,1,0,0
47,8,6,104,646,8,6,1,1,0
147,10,5,103,577,10,5,1,0,1
23,19,10,108,563,19,10,1,0,0
45,7,5,136,907,7,5,1,1,0
-7,42,10,101,270,42,10,1,1,0
21,16,10,175,1199,16,10,1,0,0
58,91,9,194,433,91,9,1,0,0
15,18,10,218,1590,18,10,1,1,0
15,23,9,58,106,23,9,1,0,0
249,11,7,113,813,11,7,1,0,1
24,47,14,166,762,47,14,1,1,0
12,8,9,140,813,8,9,1,0,0
33,10,8,122,666,10,8,1,0,1
71,11,11,125,645,11,11,1,0,0
33,19,7,108,563,19,7,1,0,0
0,31,20,155,581,31,20,1,1,0
36,10,8,73,270,10,8,1,1,0
34,11,9,96,447,11,9,1,0,1
-1,57,6,262,1747,57,6,1,0,0
151,8,4,104,696,8,4,1,0,0
-3,32,9,129,515,32,9,1,1,0
76,9,7,103,577,9,7,1,0,0
2,47,9,117,425,47,9,1,1,1
28,32,10,137,666,32,10,1,0,0
152,15,10,120,589,15,10,1,0,0
196,16,5,104,508,16,5,1,0,0
39,12,7,124,831,12,7,1,0,0
97,75,8,168,606,75,8,1,0,0
173,39,10,109,304,39,10,1,0,0
41,13,7,167,946,13,7,1,1,0
1,26,6,154,762,26,6,1,1,0
86,16,7,132,746,16,7,1,0,0
58,20,9,141,874,20,9,1,1,0
99,65,13,160,581,65,13,1,1,0
24,11,22,97,425,11,22,1,1,0
58,24,12,126,481,24,12,1,0,0
31,15,12,284,2116,15,12,1,1,1
3,39,4,198,762,39,4,1,1,0
146,11,8,118,594,11,8,1,0,0
63,14,13,88,425,14,13,1,0,0
46,80,8,202,780,80,8,1,0,0
145,10,9,80,406,10,9,1,0,0
25,9,4,104,696,9,4,1,0,0
36,17,11,95,373,17,11,1,1,1
-2,31,12,160,606,31,12,1,0,1
187,11,10,104,594,11,10,1,0,0
85,9,5,107,761,9,5,1,1,0
181,17,4,105,577,17,4,1,1,0
-2,26,7,203,946,26,7,1,1,1
66,13,16,173,689,13,16,1,1,0
3,13,22,134,577,13,22,1,1,0
83,15,3,157,1199,15,3,1,1,0
-3,37,5,105,356,37,5,1,0,0
74,10,10,84,341,10,10,1,0,0
19,34,17,147,545,34,17,1,0,0
-4,43,10,163,666,43,10,1,0,0
36,37,7,105,356,37,7,1,1,0
114,12,5,240,1947,12,5,1,0,0
11,38,7,102,306,38,7,1,1,0
50,13,6,98,444,13,6,1,1,0
13,76,6,202,731,76,6,1,0,0
213,13,11,93,406,13,11,1,0,0
66,23,6,164,946,23,6,1,1,0
17,40,5,135,606,40,5,1,0,0
26,20,8,74,223,20,8,1,0,0
30,12,4,78,356,12,4,1,0,1
67,11,7,88,484,11,7,1,1,0
56,11,7,102,731,11,7,1,1,1
49,17,8,103,563,17,8,1,0,0
-2,39,5,75,151,39,5,1,1,0
-6,54,13,133,404,54,13,1,1,0
34,20,5,170,859,20,5,1,1,0
73,13,9,114,696,13,9,1,0,0
-6,36,14,120,406,36,14,1,1,0
74,19,6,60,153,19,6,1,0,0
18,12,8,95,341,12,8,1,1,0
0,28,6,160,606,28,6,1,0,0
-1,33,15,111,356,33,15,1,1,0
-1,48,6,132,563,48,6,1,0,0
18,17,6,149,859,17,6,1,1,0
41,23,8,87,300,23,8,1,0,1
-5,62,5,124,350,62,5,1,0,1
60,8,5,43,152,8,5,1,1,0
159,16,43,199,946,16,43,1,1,0
19,23,5,141,689,23,5,1,1,0
46,10,10,110,577,10,10,1,0,1
4,9,9,154,821,9,9,1,1,1
21,19,8,251,1947,19,8,1,0,0
51,15,8,83,425,15,8,1,1,1
40,23,11,70,214,23,11,1,1,0
52,20,14,90,357,20,14,1,0,0
36,9,13,138,795,9,13,1,0,0
33,48,8,179,746,48,8,1,1,0
29,35,9,108,214,35,9,1,1,1
57,23,15,134,689,23,15,1,0,0
100,13,5,119,645,13,5,1,0,0
109,13,9,51,147,13,9,1,0,0
63,40,6,154,762,40,6,1,1,0
26,43,4,205,1312,43,4,1,1,0
26,24,7,136,606,24,7,1,0,0
7,25,11,142,731,25,11,1,0,0
10,29,87,233,746,29,87,1,0,0
229,47,9,156,731,47,9,1,1,0
-2,44,10,142,594,44,10,1,0,1
30,11,14,118,731,11,14,1,1,0
13,37,6,90,332,37,6,1,1,0
31,18,7,91,404,18,7,1,0,0
74,13,6,98,563,13,6,1,0,0
5,27,11,232,1590,27,11,1,1,0
70,24,6,86,300,24,6,1,0,0
32,23,15,68,153,23,15,1,0,0
26,12,15,126,689,12,15,1,0,0
115,13,5,90,457,13,5,1,0,1
9,42,11,128,363,42,11,1,0,1
55,28,11,111,341,28,11,1,1,1
-3,137,15,251,594,137,15,1,1,0
153,28,9,67,147,28,9,1,0,0
32,12,10,120,689,12,10,1,1,0
72,10,13,135,859,10,13,1,1,0
70,12,5,51,214,12,5,1,0,0
71,16,9,124,731,16,9,1,0,0
24,51,5,118,350,51,5,1,0,1
142,15,7,86,304,15,7,1,1,0
11,17,7,125,577,17,7,1,1,0
-5,21,30,93,153,21,30,1,1,0
-3,53,4,128,404,53,4,1,1,0
99,10,18,112,696,10,18,1,1,1
84,15,5,93,481,15,5,1,1,0
32,29,7,264,1947,29,7,1,1,0
135,14,5,116,577,14,5,1,0,0
16,13,11,116,515,13,11,1,1,0
6,15,10,127,731,15,10,1,1,0
-2,68,7,161,674,68,7,1,1,0
21,33,4,116,481,33,4,1,0,1
28,53,10,196,746,53,10,1,1,0
34,15,9,92,399,15,9,1,0,0
8,65,14,170,581,65,14,1,1,0
28,19,11,117,547,19,11,1,1,0
40,20,9,83,226,20,9,1,0,0
88,26,18,114,373,26,18,1,1,0
34,10,8,76,357,10,8,1,1,0
34,10,6,86,457,10,6,1,0,0
77,16,12,115,581,16,12,1,0,1
99,9,11,71,227,9,11,1,0,0
-4,50,8,99,134,50,8,1,1,0
51,10,10,89,363,10,10,1,0,0
9,18,11,135,594,18,11,1,1,1
19,17,22,109,406,17,22,1,1,0
40,15,6,100,581,15,6,1,0,0
-4,47,21,298,1947,47,21,1,0,0
-4,32,13,116,425,32,13,1,1,0
77,15,9,54,143,15,9,1,0,0
-2,10,11,161,714,10,11,1,1,1
32,30,15,111,404,30,15,1,0,0
16,44,10,173,760,44,10,1,1,0
57,15,7,138,874,15,7,1,0,0
198,11,27,98,377,11,27,1,0,0
210,10,8,115,761,10,8,1,1,0
0,58,4,151,689,58,4,1,0,0
28,14,6,115,577,14,6,1,1,1
36,7,9,53,153,7,9,1,1,0
60,16,9,86,404,16,9,1,0,0
61,23,8,220,1590,23,8,1,1,0
10,50,9,167,907,50,9,1,1,0
71,36,6,146,746,36,6,1,0,0
127,12,13,60,152,12,13,1,1,0
224,22,4,127,746,22,4,1,1,0
120,29,8,102,356,29,8,1,1,0
-1,42,10,182,762,42,10,1,1,1
32,15,15,107,377,15,15,1,0,0
1,25,20,286,1947,25,20,1,1,0
36,12,10,134,692,12,10,1,0,1
18,18,9,171,762,18,9,1,0,0
48,21,4,108,594,21,4,1,1,1
84,34,6,149,762,34,6,1,1,0
60,40,13,152,547,40,13,1,1,0
34,38,11,177,946,38,11,1,0,0
16,17,17,83,214,17,17,1,1,0
88,40,37,117,192,40,37,1,1,0
25,19,10,125,547,19,10,1,1,1
53,43,7,115,484,43,7,1,1,1
40,12,11,178,813,12,11,1,1,0
55,22,8,117,581,22,8,1,0,0
138,15,7,146,762,15,7,1,1,0
186,19,9,109,577,19,9,1,0,0
304,17,10,131,760,17,10,1,1,0
-2,59,5,122,404,59,5,1,1,0
28,15,6,87,432,15,6,1,1,0
12,26,12,174,859,26,12,1,1,0
-2,18,20,289,2139,18,20,1,1,1
177,20,7,110,589,20,7,1,0,0
169,53,24,120,226,53,24,1,1,0
179,14,16,84,259,14,16,1,1,0
